"M=MODULE"	"module_enabled"	"module_name"	""	""	""	""	""	""	""	""
"A"	"1"	"1,2,3,4,5"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"5,3,4,1,2"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"1,2,5,4,3"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"5,4,3,2,1"	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"4,3,2,1,5"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Cermati penggalan surat lamaran pekerjaan dengan saksama. Sebagai bahan pertimbangan saya telah melampirkan beberapa berkas penting sebagai berikut: 1.daftar riwayat hidup, 2.scan Kartu Tanda Penduduk (KTP), 3.scan ijazah terakhir, 4.scan Surat Keterangan Dokter, 5.pas foto format .jpeg (1 file), dan 6.sertifikat. Demikian surat lamaran pekerjaan ini saya buat. ......................................................................... ............................... (sumber: https://money.kompas.com/read/) Kalimat penutup yang tepat untuk melengkapi bagian yang rumpang adalah ...&nbsp;"	""	"S"	"1"	"46"	"0"	"0"	"0"	"0"
"A"	"1"	"Atas perhatian Bapak/Ibu, saya mengucapkan terima kasih."	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"Atas perhatiannya, saya ucapkan terima kasih."	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Terima kasih sebesar-besarnya saya ucapkan atas perhatian Bapak/Ibu"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Atas perhatian Bapak/Ibu, saya menghaturkan terima kasih."	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Terima kasih banyak saya ucapkan, atas perhatian Bapak/Ibu"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Bacalah cuplikan teks berikut dengan saksama. SMK selama ini identik dengan sekolah untuk kalangan tertentu. Siswa-siswanya sebagian besar dari daerah. Di samping mengarahkan para siswanya untuk siap kerja, biayanya pun jauh lebih murah ketimbang untuk siswa SMA pada umumnya. Untuk SMA negeri yang bisa disebut favorit, di Bandung dan Jakarta, biaya untuk masuknya saja berada dalam kisaran angka Rp5-20 juta. Komentar yang berkenaan dengan cuplikan teks eksposisi tersebut adalah …&nbsp;"	""	"S"	"1"	"47"	"0"	"0"	"0"	"0"
"A"	"1"	"Siswa SMK perlu mendapat pelatihan yang sesuai dengan minat dan bakatnya"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Memang terdapat tuntutan yang berbeda antara siswa SMK dengan siswa SMA"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"Pemerintah perlu memberikan perhatian yang lebih serius terhadap lulusan SMA."	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Di kota-kota besar, siswa SMA memiliki peluang yang lebih besar untuk masuk ke perguruan tinggi favorit."	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Tidak boleh ada pungutan yang tidak jelas terhadap siswa-siswa SMK dan SMA."	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Cermati judul karya ilmiah di bawah ini. PENINGKATAN KETERAMPILAN BERBICARA SISWA KELAS X SMK NEGERI SUMEDANG (Melalui Diskusi dengan Pendekatan Kontekstual Fokus Permodelan) Berdasarkan judul karya ilmiah di atas dapat diketahui kerangka yang tepat yaitu …&nbsp;"	""	"S"	"1"	"48"	"0"	"0"	"0"	"0"
"A"	"1"	"Subjek penelitian, menginterpretasikan isi, analisis, kesimpulan, dan saran."	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Masalah yang diteliti, ruang lingkup penelitian, tujuan penelitian, subjek penelitian, dan metode penelitian."	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Masalah yang diteliti, tujuan penelitian, dan metode penelitian."	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Metode penelitian dan tujuan penelitian."	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Rumusan masalah, hasil penelitian, kesimpulan, dan saran."	""	"1"	"5"	""	""	""	""	""
"Q"	"1"	"Cermati kutipan puisi berikut ini. Andai esok tak ada lagi mentari Arah langkah berhenti seketika Langit berubah warna kelabu … Bunga-bunga mendadak layu Kalimat bermajas yang tepat untuk melengkapi bagian rumpang pada puisi di atas adalah ....&nbsp;"	""	"S"	"1"	"49"	"0"	"0"	"0"	"0"
"A"	"1"	"Angin dan embun pagi berhenti menyapa"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"Gerimis pun mulai reda lagi"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Udara dingin sekali"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Tanpa lentera akan gelap sekali"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Pembawa berita bercerita"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Bacalah dialog berikut ini dengan saksama. Petualang : “Hmm, Nona seperti dikabuti embun duka di wajah pagi begini berseri.” Perempuan : “Tidak, tidak apa-apa. Lagi pula itu urusanku sendiri.” Pedagang : “Mana dia si seniman itu?” Petualang : “O ya, Nona kami perlu sekali ketemu sama Bung Seniman. Barusan kami dengar suaranya dari belakang sana.” Perempuan : “Dia keluar lagi?” Pedagang : “….” Perempuan : “Mana aku tahu? Dia Cuma bilang mau keuar sebentar untuk melihat keadaan di luar.” Petualang : “Anak berani.” Kalimat yang sesuai untuk melengkapi penggalan drama tersebut adalah ...&nbsp;"	""	"S"	"1"	"50"	"0"	"0"	"0"	"0"
"A"	"1"	"Maksud Nona?"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Alangkah baiknya jika kamu membantunya."	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Baik, kita cari dia sekarang!"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Keluar lagi? Kemana?"	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"Keadaan semakin gawat."	""	"0"	"5"	""	""	""	""	""
